plant_index,raw_mpbd_name,name_pattern,bmpdd_query_name,query_source,query_status,transformation_notes
297,Pogostemon PUBESCENCE Benth.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Pogostemon PUBESCENCE,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
298,Pogostemon BENGHALENSE (Burm.f.) Kuntze.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pogostemon BENGHALENSE,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
299,Plumeria RUBRA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Plumeria RUBRA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
300,Plumbago ZEYLANICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Plumbago ZEYLANICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
301,Plumbago INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Plumbago INDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
302,Pithecellobium DULCE (Roxb.) Benth.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pithecellobium DULCE,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
303,Archidendron clypearia (Jack) I.C.Nielsen.,BINOMIAL_PARENTHETICAL_AUTHORITY,Archidendron clypearia,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
304,Pisum SATIVUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Pisum SATIVUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
305,Pistia STRATIOTES L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Pistia STRATIOTES,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
306,Piper RETROFRACTUM Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Piper RETROFRACTUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
307,Piper NIGRUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Piper NIGRUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
308,Piper LONGUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Piper LONGUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
309,Piper BETEL L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Piper BETEL,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
310,Picrasma JAVANICA Bl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Picrasma JAVANICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
311,Physalis minima L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Physalis minima,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
312,Phyllanthus virgatus G.Forst.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Phyllanthus virgatus,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
313,Phyllanthus URINARIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Phyllanthus URINARIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
314,Phyllanthus RETICULATUS Poir.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Phyllanthus RETICULATUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
315,Phyllanthus MADERASPATENSIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Phyllanthus MADERASPATENSIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
316,. PHYLLANTHUS EMBLICA L. (Euphorbiaceae),OTHER_REVIEW,PHYLLANTHUS EMBLICA,MANUAL_OVERRIDE,MANUAL_REVIEW,Manual override: Stripped leading period and extraneous family annotation in parentheses
317,Phyllanthus amarus Schumach. & Thonn.,MULTI_AUTHOR_OR_COMPLEX,Phyllanthus amarus,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
318,Phyllanthus acidus (L.) Skeels.,BINOMIAL_PARENTHETICAL_AUTHORITY,Phyllanthus acidus,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
319,Phyla NODIFLORA (L.) Greene.,BINOMIAL_PARENTHETICAL_AUTHORITY,Phyla NODIFLORA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
320,Phragmites karka (Retz.) Trin. ex Steud.,BINOMIAL_PARENTHETICAL_AUTHORITY,Phragmites karka,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
321,Phoenix sylvestris (L.) Roxb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Phoenix sylvestris,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
322,Phlogacanthus THYRSIFLORUS Nees.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Phlogacanthus THYRSIFLORUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
323,Persicaria ORIENTALIS (L.) Spach.,BINOMIAL_PARENTHETICAL_AUTHORITY,Persicaria ORIENTALIS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
324,Persicaria hydropiper (L.) Delarbre .,BINOMIAL_PARENTHETICAL_AUTHORITY,Persicaria hydropiper,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
325,Persicaria GLABRA (Willd.) Gomez de la Maza,BINOMIAL_PARENTHETICAL_AUTHORITY,Persicaria GLABRA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
326,Persicaria BARBATA (L.) Hara,BINOMIAL_PARENTHETICAL_AUTHORITY,Persicaria BARBATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
327,Pericamphylus GLAUCUS (Lamk.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pericamphylus GLAUCUS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
328,Pergularia DAEMIA (Forssk.) Chiov.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pergularia DAEMIA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
329,Peperomia pellucida (L.) Kunth.,BINOMIAL_PARENTHETICAL_AUTHORITY,Peperomia pellucida,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
330,Euphorbia tithymaloides L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Euphorbia tithymaloides,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
331,Pavetta INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Pavetta INDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
332,Passiflora FOETIDA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Passiflora FOETIDA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
333,Parsonia SPIRALIS Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Parsonia SPIRALIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
334,Pandanus odorifer (Forssk.) Kuntze.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pandanus odorifer,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
335,Paederia LANUGINOSA Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Paederia LANUGINOSA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
336,Paederia FOETIDA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Paederia FOETIDA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
337,Oxystelma SECAMONE (L.) Karst.,BINOMIAL_PARENTHETICAL_AUTHORITY,Oxystelma SECAMONE,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
338,Oxalis CORNICULATA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Oxalis CORNICULATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
339,Oryza SATIVA L. .,MULTI_AUTHOR_OR_COMPLEX,Oryza SATIVA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
340,Orthosiphon aristatus (Blume) Miq.,BINOMIAL_PARENTHETICAL_AUTHORITY,Orthosiphon aristatus,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
341,Oroxylum INDICUM (L.) Kurz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Oroxylum INDICUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
342,Orobanche AEGYPTIACA Pers.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Orobanche AEGYPTIACA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
343,Opuntia ELATIOR Mill.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Opuntia ELATIOR,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
344,Ophiorrhiza rugosa VAR. PROSTRATA (D.Don) Deb & Mondal.,INFRASPECIFIC_VAR,Ophiorrhiza rugosa var. PROSTRATA,OFFLINE_RULE,READY,Preserved species binomial and var. rank + epithet; stripped species and varietal authors.
345,Operculina TURPETHUM (L.) Silva.- Manso.,BINOMIAL_PARENTHETICAL_AUTHORITY,Operculina TURPETHUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
346,Ocimum tenuiflorum L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ocimum tenuiflorum,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
347,Ocium GRATISSIMUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ocium GRATISSIMUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
348,Ocimum BASILICUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ocimum BASILICUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
349,Ocimum AMERICANUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ocimum AMERICANUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
350,discladium SQUARROSUM (L.) Tiegh.,BINOMIAL_PARENTHETICAL_AUTHORITY,discladium SQUARROSUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
351,Nymphoides HYDROPHYLLA (Lour.) Kuntze.,BINOMIAL_PARENTHETICAL_AUTHORITY,Nymphoides HYDROPHYLLA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
352,Nymphaea nouchali Burm. f.,MULTI_AUTHOR_OR_COMPLEX,Nymphaea nouchali,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
353,Nymphaea NOUCHALI Burm. f.,MULTI_AUTHOR_OR_COMPLEX,Nymphaea NOUCHALI,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
354,Nyctanthes ARBOR-TRISTIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nyctanthes ARBOR-TRISTIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
355,Nipa FRUTICANS Wurmb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nipa FRUTICANS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
356,Nigella SATIVA L,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nigella SATIVA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
357,Nicotiana TABACUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nicotiana TABACUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
358,Nicotiana RUSTICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nicotiana RUSTICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
359,Nerium oleander L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nerium oleander,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
360,Nelumbo NUCIFERA Gaertn.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nelumbo NUCIFERA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
361,Neonauclea sessilifolia (Roxb.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Neonauclea sessilifolia,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
362,Rorippa indica (L.) Hiern.,BINOMIAL_PARENTHETICAL_AUTHORITY,Rorippa indica,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
363,Myrica ESCULENTA Buch.-Ham,SIMPLE_BINOMIAL_WITH_AUTHORITY,Myrica ESCULENTA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
364,Mussaenda ROXBURGHII Hook. f.,MULTI_AUTHOR_OR_COMPLEX,Mussaenda ROXBURGHII,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
365,Mussaenda GLABRATA Hutch.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mussaenda GLABRATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
366,Musa PARADISIACA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Musa PARADISIACA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
367,Musa ORNATA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Musa ORNATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
368,Murraya PANICULATA (L.) Jacq.,BINOMIAL_PARENTHETICAL_AUTHORITY,Murraya PANICULATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
369,Murraya KOENIGII (L.) Spreng.,BINOMIAL_PARENTHETICAL_AUTHORITY,Murraya KOENIGII,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
370,Murdania NUDIFLORA (L.) Breman.,BINOMIAL_PARENTHETICAL_AUTHORITY,Murdania NUDIFLORA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
371,Mucuna PRURIENS (L.) DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Mucuna PRURIENS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
372,Mucuna MONOSPERMA DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mucuna MONOSPERMA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
373,Morus INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Morus INDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
374,Moringa OLEIFERA Lamk.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Moringa OLEIFERA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
375,Morinda CITRIFOLIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Morinda CITRIFOLIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
376,Morinda ANGUSTIFOLIA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Morinda ANGUSTIFOLIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
377,Monochoria VAGINALIS (Burm. f.) Presl.,BINOMIAL_PARENTHETICAL_AUTHORITY,Monochoria VAGINALIS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
378,Monochoria HASTATA (L.) Solms.,BINOMIAL_PARENTHETICAL_AUTHORITY,Monochoria HASTATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
379,Momordica DIOICA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Momordica DIOICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
380,Momordica COCHINCHINENSIS Spreng.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Momordica COCHINCHINENSIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
381,Momordica CHARANTEA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Momordica CHARANTEA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
382,Mollugo PENTAPHYLLA L. (),OTHER_REVIEW,Mollugo PENTAPHYLLA,MANUAL_OVERRIDE,MANUAL_REVIEW,Manual override: Stripped trailing empty parentheses and author citation 'L.'
383,Molineria CAPITULATA (Loureiro) Herbert.,BINOMIAL_PARENTHETICAL_AUTHORITY,Molineria CAPITULATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
384,Mitragyna PARVIFOLIA (Roxb.) Korth.,BINOMIAL_PARENTHETICAL_AUTHORITY,Mitragyna PARVIFOLIA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
385,Mirabilis JALAPA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mirabilis JALAPA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
386,Mimusops ELENGI L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mimusops ELENGI,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
387,Mimosa PUDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mimosa PUDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
388,Mikania CORDATA (Burm. f.) Rob,BINOMIAL_PARENTHETICAL_AUTHORITY,Mikania CORDATA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
389,Michelia CHAMPACA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Michelia CHAMPACA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
390,Meyna SPINOSA Roxb. ex. Link.,MULTI_AUTHOR_OR_COMPLEX,Meyna SPINOSA,OFFLINE_RULE,READY,Preserved genus and species epithet; stripped multi-word/compound author citation.
391,Mesua NAGESSARIUM (Burm.) Kost. (),OTHER_REVIEW,Mesua NAGESSARIUM,MANUAL_OVERRIDE,MANUAL_REVIEW,Manual override: Stripped trailing empty parentheses and parenthetical/combining author citations
392,Merremia VITIFOLIA (Burm. f.) Hallier f.,BINOMIAL_PARENTHETICAL_AUTHORITY,Merremia VITIFOLIA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
393,Mentha ARVENSIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mentha ARVENSIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
394,Memecylon UMBELLATUM Burm.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Memecylon UMBELLATUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
395,Melothria HETEROPHYLLA Cogn.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Melothria HETEROPHYLLA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
396,Melochia CORCHORIFOLIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Melochia CORCHORIFOLIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
397,Melilotus ALBA Lamk.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Melilotus ALBA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
398,Melia SEMPERVIRENS (L.) All.,BINOMIAL_PARENTHETICAL_AUTHORITY,Melia SEMPERVIRENS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
399,Melastoma MALABATHRICUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Melastoma MALABATHRICUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
400,Martynia ANNUA (Hous.) L.,BINOMIAL_PARENTHETICAL_AUTHORITY,Martynia ANNUA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
401,Marsdenia TINCTORA (L.) R. Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Marsdenia TINCTORA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
402,Maranta ARUNDINACEA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Maranta ARUNDINACEA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
403,Manilkara ZAPOTA (L.) Royen.,BINOMIAL_PARENTHETICAL_AUTHORITY,Manilkara ZAPOTA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
404,Manilkara HEXANDRA (Roxb.) Dub.,BINOMIAL_PARENTHETICAL_AUTHORITY,Manilkara HEXANDRA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
405,Manihot ESCULENTA Crantz.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Manihot ESCULENTA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
406,Mangifera laurina Blume.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mangifera laurina,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
407,Mangifera INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mangifera INDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
408,Mallotus ROXBURGHIANUS Muel-Arg.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mallotus ROXBURGHIANUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
409,Mallotus PHILIPPINENSIS Muell-Arg.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mallotus PHILIPPINENSIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
410,Maesa INDICA Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Maesa INDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
411,Maesa ACUMINATA DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Maesa ACUMINATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
412,Madhuca longifolia VAR. LATIFOLIA (Roxb.) A.Chev.,INFRASPECIFIC_VAR,Madhuca longifolia var. LATIFOLIA,OFFLINE_RULE,READY,Preserved species binomial and var. rank + epithet; stripped species and varietal authors.
413,Macrotyloma uniflorum (Lam.) Verde.,BINOMIAL_PARENTHETICAL_AUTHORITY,Macrotyloma uniflorum,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
414,Macrosolen COCHINCHINENSIS (Lour.) Van Teigh.,BINOMIAL_PARENTHETICAL_AUTHORITY,Macrosolen COCHINCHINENSIS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
415,Macaranga DENTICULATA Muell.-Arg.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Macaranga DENTICULATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
416,Lygodium MICROPHYLLUM (Cau.) R. Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lygodium MICROPHYLLUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
417,Lygodium JAPONICUM (Thunb.) Sw.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lygodium JAPONICUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
418,Lygodium FLEXUOSUM Sw.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lygodium FLEXUOSUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
419,Lygodium CIRCINATUM (Burm.) Sw.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lygodium CIRCINATUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
420,Lycopersicon LYCOPERSICUM (L.) Karsten,BINOMIAL_PARENTHETICAL_AUTHORITY,Lycopersicon LYCOPERSICUM,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
421,Luvunga SCANDENS Buch.-Ham.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Luvunga SCANDENS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
422,Luffa CYLINDRICA (L.) Roem.,BINOMIAL_PARENTHETICAL_AUTHORITY,Luffa CYLINDRICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
423,Luffa ACUTANGULA (L.) Roxb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Luffa ACUTANGULA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
424,Ludwigia ADSCENDENS (L.) Hara.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ludwigia ADSCENDENS,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
425,Litsea MONOPETALA (Roxb.) Pers.,BINOMIAL_PARENTHETICAL_AUTHORITY,Litsea MONOPETALA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
426,Litsea LANCIFOLIA (Roxb.ex Nees) Fern.-Vill,BINOMIAL_PARENTHETICAL_AUTHORITY,Litsea LANCIFOLIA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
427,Litsea GLUTIONSA (Lour.) Rob.,BINOMIAL_PARENTHETICAL_AUTHORITY,Litsea GLUTIONSA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
428,Litchi CHINESIS Sonn.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Litchi CHINESIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
429,Linum USITATISSIMUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Linum USITATISSIMUM,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
430,Lindenbergia INDICA Vatke,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lindenbergia INDICA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
431,Limnophila INDICA (L.) Druce.,BINOMIAL_PARENTHETICAL_AUTHORITY,Limnophila INDICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
432,Leucas zeylanica (L.) W.T.Aiton.,BINOMIAL_PARENTHETICAL_AUTHORITY,Leucas zeylanica,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
433,Leucas LAVANDULIFOLIA Sm.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Leucas LAVANDULIFOLIA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
434,Leucas CEPHALOTES (Roth.) Spreng.,BINOMIAL_PARENTHETICAL_AUTHORITY,Leucas CEPHALOTES,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
435,Leucas ASPERA (Willd.) Link.,BINOMIAL_PARENTHETICAL_AUTHORITY,Leucas ASPERA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
436,Leonurus SIBIRICUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Leonurus SIBIRICUS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
437,Lens CULINARIS Medik.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lens CULINARIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
438,Leea MACROPHYLLA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Leea MACROPHYLLA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
439,Leea INDICA (Burm. f.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Leea INDICA,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
440,Leea asiatica (L.) Ridsdale.,BINOMIAL_PARENTHETICAL_AUTHORITY,Leea asiatica,OFFLINE_RULE,READY,Preserved clean binomial preceding parenthetical basionym author citation.
441,Leea AEQUATA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Leea AEQUATA,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
442,Lawsonia INERMIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lawsonia INERMIS,OFFLINE_RULE,READY,Removed single botanical author abbreviation suffix.
