plant_index,raw_scientific_name,name_pattern,candidate_bmppd_query,candidate_status,transformation_notes
295,Polyalthia LONGIFOLIA (Sonn.) Thw.,BINOMIAL_PARENTHETICAL_AUTHORITY,Polyalthia LONGIFOLIA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
296,Polianthes TUBEROSA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Polianthes TUBEROSA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
297,Pogostemon PUBESCENCE Benth.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Pogostemon PUBESCENCE,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
298,Pogostemon BENGHALENSE (Burm.f.) Kuntze.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pogostemon BENGHALENSE,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
299,Plumeria RUBRA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Plumeria RUBRA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
300,Plumbago ZEYLANICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Plumbago ZEYLANICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
301,Plumbago INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Plumbago INDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
302,Pithecellobium DULCE (Roxb.) Benth.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pithecellobium DULCE,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
303,Archidendron clypearia (Jack) I.C.Nielsen.,BINOMIAL_PARENTHETICAL_AUTHORITY,Archidendron clypearia,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
304,Pisum SATIVUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Pisum SATIVUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
305,Pistia STRATIOTES L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Pistia STRATIOTES,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
306,Piper RETROFRACTUM Vahl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Piper RETROFRACTUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
307,Piper NIGRUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Piper NIGRUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
308,Piper LONGUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Piper LONGUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
309,Piper BETEL L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Piper BETEL,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
310,Picrasma JAVANICA Bl.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Picrasma JAVANICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
311,Physalis minima L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Physalis minima,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
312,Phyllanthus virgatus G.Forst.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Phyllanthus virgatus,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
313,Phyllanthus URINARIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Phyllanthus URINARIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
314,Phyllanthus RETICULATUS Poir.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Phyllanthus RETICULATUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
315,Phyllanthus MADERASPATENSIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Phyllanthus MADERASPATENSIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
316,. PHYLLANTHUS EMBLICA L. (Euphorbiaceae),OTHER_REVIEW,PHYLLANTHUS EMBLICA,NEEDS_REVIEW,Leading period and/or appended family name in source record; requires manual review.
317,Phyllanthus amarus Schumach. & Thonn.,MULTI_AUTHOR_OR_COMPLEX,Phyllanthus amarus,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
318,Phyllanthus acidus (L.) Skeels.,BINOMIAL_PARENTHETICAL_AUTHORITY,Phyllanthus acidus,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
319,Phyla NODIFLORA (L.) Greene.,BINOMIAL_PARENTHETICAL_AUTHORITY,Phyla NODIFLORA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
320,Phragmites karka (Retz.) Trin. ex Steud.,BINOMIAL_PARENTHETICAL_AUTHORITY,Phragmites karka,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
321,Phoenix sylvestris (L.) Roxb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Phoenix sylvestris,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
322,Phlogacanthus THYRSIFLORUS Nees.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Phlogacanthus THYRSIFLORUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
323,Persicaria ORIENTALIS (L.) Spach.,BINOMIAL_PARENTHETICAL_AUTHORITY,Persicaria ORIENTALIS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
324,Persicaria hydropiper (L.) Delarbre .,BINOMIAL_PARENTHETICAL_AUTHORITY,Persicaria hydropiper,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
325,Persicaria GLABRA (Willd.) Gomez de la Maza,BINOMIAL_PARENTHETICAL_AUTHORITY,Persicaria GLABRA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
326,Persicaria BARBATA (L.) Hara,BINOMIAL_PARENTHETICAL_AUTHORITY,Persicaria BARBATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
327,Pericamphylus GLAUCUS (Lamk.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pericamphylus GLAUCUS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
328,Pergularia DAEMIA (Forssk.) Chiov.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pergularia DAEMIA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
329,Peperomia pellucida (L.) Kunth.,BINOMIAL_PARENTHETICAL_AUTHORITY,Peperomia pellucida,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
330,Euphorbia tithymaloides L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Euphorbia tithymaloides,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
331,Pavetta INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Pavetta INDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
332,Passiflora FOETIDA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Passiflora FOETIDA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
333,Parsonia SPIRALIS Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Parsonia SPIRALIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
334,Pandanus odorifer (Forssk.) Kuntze.,BINOMIAL_PARENTHETICAL_AUTHORITY,Pandanus odorifer,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
335,Paederia LANUGINOSA Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Paederia LANUGINOSA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
336,Paederia FOETIDA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Paederia FOETIDA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
337,Oxystelma SECAMONE (L.) Karst.,BINOMIAL_PARENTHETICAL_AUTHORITY,Oxystelma SECAMONE,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
338,Oxalis CORNICULATA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Oxalis CORNICULATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
339,Oryza SATIVA L. .,MULTI_AUTHOR_OR_COMPLEX,Oryza SATIVA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
340,Orthosiphon aristatus (Blume) Miq.,BINOMIAL_PARENTHETICAL_AUTHORITY,Orthosiphon aristatus,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
341,Oroxylum INDICUM (L.) Kurz.,BINOMIAL_PARENTHETICAL_AUTHORITY,Oroxylum INDICUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
342,Orobanche AEGYPTIACA Pers.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Orobanche AEGYPTIACA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
343,Opuntia ELATIOR Mill.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Opuntia ELATIOR,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
344,Ophiorrhiza rugosa VAR. PROSTRATA (D.Don) Deb & Mondal.,INFRASPECIFIC_VAR,Ophiorrhiza rugosa var. PROSTRATA,SAFE_CANDIDATE,"Preserved species binomial, var. rank, and varietal epithet; stripped species author and varietal author."
345,Operculina TURPETHUM (L.) Silva.- Manso.,BINOMIAL_PARENTHETICAL_AUTHORITY,Operculina TURPETHUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
346,Ocimum tenuiflorum L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ocimum tenuiflorum,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
347,Ocium GRATISSIMUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ocium GRATISSIMUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
348,Ocimum BASILICUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ocimum BASILICUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
349,Ocimum AMERICANUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Ocimum AMERICANUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
350,discladium SQUARROSUM (L.) Tiegh.,BINOMIAL_PARENTHETICAL_AUTHORITY,discladium SQUARROSUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
351,Nymphoides HYDROPHYLLA (Lour.) Kuntze.,BINOMIAL_PARENTHETICAL_AUTHORITY,Nymphoides HYDROPHYLLA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
352,Nymphaea nouchali Burm. f.,MULTI_AUTHOR_OR_COMPLEX,Nymphaea nouchali,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
353,Nymphaea NOUCHALI Burm. f.,MULTI_AUTHOR_OR_COMPLEX,Nymphaea NOUCHALI,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
354,Nyctanthes ARBOR-TRISTIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nyctanthes ARBOR-TRISTIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
355,Nipa FRUTICANS Wurmb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nipa FRUTICANS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
356,Nigella SATIVA L,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nigella SATIVA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
357,Nicotiana TABACUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nicotiana TABACUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
358,Nicotiana RUSTICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nicotiana RUSTICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
359,Nerium oleander L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nerium oleander,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
360,Nelumbo NUCIFERA Gaertn.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Nelumbo NUCIFERA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
361,Neonauclea sessilifolia (Roxb.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Neonauclea sessilifolia,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
362,Rorippa indica (L.) Hiern.,BINOMIAL_PARENTHETICAL_AUTHORITY,Rorippa indica,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
363,Myrica ESCULENTA Buch.-Ham,SIMPLE_BINOMIAL_WITH_AUTHORITY,Myrica ESCULENTA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
364,Mussaenda ROXBURGHII Hook. f.,MULTI_AUTHOR_OR_COMPLEX,Mussaenda ROXBURGHII,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
365,Mussaenda GLABRATA Hutch.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mussaenda GLABRATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
366,Musa PARADISIACA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Musa PARADISIACA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
367,Musa ORNATA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Musa ORNATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
368,Murraya PANICULATA (L.) Jacq.,BINOMIAL_PARENTHETICAL_AUTHORITY,Murraya PANICULATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
369,Murraya KOENIGII (L.) Spreng.,BINOMIAL_PARENTHETICAL_AUTHORITY,Murraya KOENIGII,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
370,Murdania NUDIFLORA (L.) Breman.,BINOMIAL_PARENTHETICAL_AUTHORITY,Murdania NUDIFLORA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
371,Mucuna PRURIENS (L.) DC.,BINOMIAL_PARENTHETICAL_AUTHORITY,Mucuna PRURIENS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
372,Mucuna MONOSPERMA DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mucuna MONOSPERMA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
373,Morus INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Morus INDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
374,Moringa OLEIFERA Lamk.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Moringa OLEIFERA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
375,Morinda CITRIFOLIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Morinda CITRIFOLIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
376,Morinda ANGUSTIFOLIA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Morinda ANGUSTIFOLIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
377,Monochoria VAGINALIS (Burm. f.) Presl.,BINOMIAL_PARENTHETICAL_AUTHORITY,Monochoria VAGINALIS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
378,Monochoria HASTATA (L.) Solms.,BINOMIAL_PARENTHETICAL_AUTHORITY,Monochoria HASTATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
379,Momordica DIOICA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Momordica DIOICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
380,Momordica COCHINCHINENSIS Spreng.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Momordica COCHINCHINENSIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
381,Momordica CHARANTEA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Momordica CHARANTEA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
382,Mollugo PENTAPHYLLA L. (),OTHER_REVIEW,Mollugo PENTAPHYLLA,NEEDS_REVIEW,Trailing empty parentheses in source record; requires manual review.
383,Molineria CAPITULATA (Loureiro) Herbert.,BINOMIAL_PARENTHETICAL_AUTHORITY,Molineria CAPITULATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
384,Mitragyna PARVIFOLIA (Roxb.) Korth.,BINOMIAL_PARENTHETICAL_AUTHORITY,Mitragyna PARVIFOLIA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
385,Mirabilis JALAPA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mirabilis JALAPA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
386,Mimusops ELENGI L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mimusops ELENGI,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
387,Mimosa PUDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mimosa PUDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
388,Mikania CORDATA (Burm. f.) Rob,BINOMIAL_PARENTHETICAL_AUTHORITY,Mikania CORDATA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
389,Michelia CHAMPACA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Michelia CHAMPACA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
390,Meyna SPINOSA Roxb. ex. Link.,MULTI_AUTHOR_OR_COMPLEX,Meyna SPINOSA,SAFE_CANDIDATE,Preserved first two tokens as binomial; stripped compound or multi-token author citation.
391,Mesua NAGESSARIUM (Burm.) Kost. (),OTHER_REVIEW,Mesua NAGESSARIUM,NEEDS_REVIEW,Trailing empty parentheses in source record; requires manual review.
392,Merremia VITIFOLIA (Burm. f.) Hallier f.,BINOMIAL_PARENTHETICAL_AUTHORITY,Merremia VITIFOLIA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
393,Mentha ARVENSIS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mentha ARVENSIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
394,Memecylon UMBELLATUM Burm.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Memecylon UMBELLATUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
395,Melothria HETEROPHYLLA Cogn.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Melothria HETEROPHYLLA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
396,Melochia CORCHORIFOLIA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Melochia CORCHORIFOLIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
397,Melilotus ALBA Lamk.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Melilotus ALBA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
398,Melia SEMPERVIRENS (L.) All.,BINOMIAL_PARENTHETICAL_AUTHORITY,Melia SEMPERVIRENS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
399,Melastoma MALABATHRICUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Melastoma MALABATHRICUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
400,Martynia ANNUA (Hous.) L.,BINOMIAL_PARENTHETICAL_AUTHORITY,Martynia ANNUA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
401,Marsdenia TINCTORA (L.) R. Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Marsdenia TINCTORA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
402,Maranta ARUNDINACEA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Maranta ARUNDINACEA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
403,Manilkara ZAPOTA (L.) Royen.,BINOMIAL_PARENTHETICAL_AUTHORITY,Manilkara ZAPOTA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
404,Manilkara HEXANDRA (Roxb.) Dub.,BINOMIAL_PARENTHETICAL_AUTHORITY,Manilkara HEXANDRA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
405,Manihot ESCULENTA Crantz.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Manihot ESCULENTA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
406,Mangifera laurina Blume.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mangifera laurina,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
407,Mangifera INDICA L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mangifera INDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
408,Mallotus ROXBURGHIANUS Muel-Arg.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mallotus ROXBURGHIANUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
409,Mallotus PHILIPPINENSIS Muell-Arg.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Mallotus PHILIPPINENSIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
410,Maesa INDICA Wall.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Maesa INDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
411,Maesa ACUMINATA DC.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Maesa ACUMINATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
412,Madhuca longifolia VAR. LATIFOLIA (Roxb.) A.Chev.,INFRASPECIFIC_VAR,Madhuca longifolia var. LATIFOLIA,SAFE_CANDIDATE,"Preserved species binomial, var. rank, and varietal epithet; stripped species author and varietal author."
413,Macrotyloma uniflorum (Lam.) Verde.,BINOMIAL_PARENTHETICAL_AUTHORITY,Macrotyloma uniflorum,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
414,Macrosolen COCHINCHINENSIS (Lour.) Van Teigh.,BINOMIAL_PARENTHETICAL_AUTHORITY,Macrosolen COCHINCHINENSIS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
415,Macaranga DENTICULATA Muell.-Arg.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Macaranga DENTICULATA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
416,Lygodium MICROPHYLLUM (Cau.) R. Br.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lygodium MICROPHYLLUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
417,Lygodium JAPONICUM (Thunb.) Sw.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lygodium JAPONICUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
418,Lygodium FLEXUOSUM Sw.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lygodium FLEXUOSUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
419,Lygodium CIRCINATUM (Burm.) Sw.,BINOMIAL_PARENTHETICAL_AUTHORITY,Lygodium CIRCINATUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
420,Lycopersicon LYCOPERSICUM (L.) Karsten,BINOMIAL_PARENTHETICAL_AUTHORITY,Lycopersicon LYCOPERSICUM,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
421,Luvunga SCANDENS Buch.-Ham.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Luvunga SCANDENS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
422,Luffa CYLINDRICA (L.) Roem.,BINOMIAL_PARENTHETICAL_AUTHORITY,Luffa CYLINDRICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
423,Luffa ACUTANGULA (L.) Roxb.,BINOMIAL_PARENTHETICAL_AUTHORITY,Luffa ACUTANGULA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
424,Ludwigia ADSCENDENS (L.) Hara.,BINOMIAL_PARENTHETICAL_AUTHORITY,Ludwigia ADSCENDENS,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
425,Litsea MONOPETALA (Roxb.) Pers.,BINOMIAL_PARENTHETICAL_AUTHORITY,Litsea MONOPETALA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
426,Litsea LANCIFOLIA (Roxb.ex Nees) Fern.-Vill,BINOMIAL_PARENTHETICAL_AUTHORITY,Litsea LANCIFOLIA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
427,Litsea GLUTIONSA (Lour.) Rob.,BINOMIAL_PARENTHETICAL_AUTHORITY,Litsea GLUTIONSA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
428,Litchi CHINESIS Sonn.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Litchi CHINESIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
429,Linum USITATISSIMUM L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Linum USITATISSIMUM,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
430,Lindenbergia INDICA Vatke,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lindenbergia INDICA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
431,Limnophila INDICA (L.) Druce.,BINOMIAL_PARENTHETICAL_AUTHORITY,Limnophila INDICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
432,Leucas zeylanica (L.) W.T.Aiton.,BINOMIAL_PARENTHETICAL_AUTHORITY,Leucas zeylanica,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
433,Leucas LAVANDULIFOLIA Sm.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Leucas LAVANDULIFOLIA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
434,Leucas CEPHALOTES (Roth.) Spreng.,BINOMIAL_PARENTHETICAL_AUTHORITY,Leucas CEPHALOTES,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
435,Leucas ASPERA (Willd.) Link.,BINOMIAL_PARENTHETICAL_AUTHORITY,Leucas ASPERA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
436,Leonurus SIBIRICUS L.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Leonurus SIBIRICUS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
437,Lens CULINARIS Medik.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Lens CULINARIS,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
438,Leea MACROPHYLLA Roxb.,SIMPLE_BINOMIAL_WITH_AUTHORITY,Leea MACROPHYLLA,SAFE_CANDIDATE,Removed single botanical author abbreviation suffix.
439,Leea INDICA (Burm. f.) Merr.,BINOMIAL_PARENTHETICAL_AUTHORITY,Leea INDICA,SAFE_CANDIDATE,Extracted clean genus and species epithet preceding parenthetical basionym author citation.
