inchikey_connectivity,split,n_records,median_pchembl,min_pchembl,max_pchembl,conflict_T6,conflict_T5,label_T6,label_T5
MPDFLWPEZWWSLK,training_pool,2,6.609999999999999,6.6,6.62,False,False,1.0,1.0
MPHUNBLFEKLVLF,training_pool,1,7.89,7.89,7.89,False,False,1.0,1.0
MPIPFAPMXOMPJC,training_pool,1,4.16,4.16,4.16,False,False,0.0,0.0
MPJYOPKKQPYVHK,training_pool,2,4.84,4.38,5.3,False,False,0.0,0.0
MPLQIVYOLUADTB,training_pool,1,7.02,7.02,7.02,False,False,1.0,1.0
MPQROXMYWXHWMG,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
MPSSPWJTHOFOCH,training_pool,1,6.47,6.47,6.47,False,False,1.0,1.0
MPUDTYAJIZVZRO,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
MPVPOTMPKLOUHZ,training_pool,1,6.96,6.96,6.96,False,False,1.0,1.0
MQDBPGDTEFZXSO,training_pool,1,7.37,7.37,7.37,False,False,1.0,1.0
MQOUTWWGQSEUCT,training_pool,1,5.05,5.05,5.05,False,False,0.0,1.0
MQPLMBSDWYIIID,training_pool,3,7.35,6.8,7.5,False,False,1.0,1.0
MQPNWTWUFHKHTK,training_pool,1,6.27,6.27,6.27,False,False,1.0,1.0
MQQQZZQXRFMAFM,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
MQUSSEMZSSGDLR,training_pool,1,5.83,5.83,5.83,False,False,0.0,1.0
MQWARLALXCOJKW,training_pool,1,6.77,6.77,6.77,False,False,1.0,1.0
MQZMOJGPULPIFR,training_pool,1,6.33,6.33,6.33,False,False,1.0,1.0
MRBBFOWSPXHYQT,training_pool,1,4.97,4.97,4.97,False,False,0.0,0.0
MRBFULQPDSHXRX,training_pool,1,5.26,5.26,5.26,False,False,0.0,1.0
MRENYPMYWJFVJG,training_pool,1,4.76,4.76,4.76,False,False,0.0,0.0
MRGJSXNQCOVHTJ,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
MRKWZKWCOFETNQ,training_pool,1,6.3,6.3,6.3,False,False,1.0,1.0
MRNRVSVVJPXSPO,training_pool,1,5.68,5.68,5.68,False,False,0.0,1.0
MRNTVKMJZZRJHO,training_pool,1,5.05,5.05,5.05,False,False,0.0,1.0
MRRSCCZDIPUBAA,training_pool,1,5.71,5.71,5.71,False,False,0.0,1.0
MRSJGZOHZHYGIE,training_pool,1,5.35,5.35,5.35,False,False,0.0,1.0
MRZJHBWKQGPMGI,training_pool,1,4.3,4.3,4.3,False,False,0.0,0.0
MSBASIVDVWMLRO,training_pool,1,5.4,5.4,5.4,False,False,0.0,1.0
MSDNZYYYRWSHGH,training_pool,1,6.54,6.54,6.54,False,False,1.0,1.0
MSFIFMOBKMAINX,training_pool,1,5.78,5.78,5.78,False,False,0.0,1.0
MSGXHTVUTKOMNK,training_pool,1,6.29,6.29,6.29,False,False,1.0,1.0
MSIUEGZCHSPMEQ,training_pool,1,5.79,5.79,5.79,False,False,0.0,1.0
MSJCRERFWLBIPT,training_pool,1,5.7,5.7,5.7,False,False,0.0,1.0
MSKAWBBFSHBBTI,training_pool,1,4.86,4.86,4.86,False,False,0.0,0.0
MSUCZAQRBMNZKQ,training_pool,3,7.0,5.6,8.3,True,False,,1.0
MSULOQJDYOQZPZ,training_pool,1,7.89,7.89,7.89,False,False,1.0,1.0
MSZINACGMWACHB,training_pool,1,8.05,8.05,8.05,False,False,1.0,1.0
MTEVIWQEJKSARM,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
MTPQCSUYJXVPPH,training_pool,2,7.0,6.7,7.3,False,False,1.0,1.0
MTQACUMKCYNEBR,training_pool,1,5.71,5.71,5.71,False,False,0.0,1.0
MTVAVVIWMMYFTG,training_pool,1,7.7,7.7,7.7,False,False,1.0,1.0
MTVXRRAAXZXGQT,training_pool,1,5.24,5.24,5.24,False,False,0.0,1.0
MUBCEZUXQKGARZ,training_pool,1,8.6,8.6,8.6,False,False,1.0,1.0
MUGCQDUJQZLPRQ,training_pool,1,8.3,8.3,8.3,False,False,1.0,1.0
MUMVVBYPWGEYJF,training_pool,1,6.4,6.4,6.4,False,False,1.0,1.0
MUPUVZURJIFBCJ,training_pool,1,6.64,6.64,6.64,False,False,1.0,1.0
MVBUGWLXDZDDRL,training_pool,1,5.19,5.19,5.19,False,False,0.0,1.0
MVHXINROGSSELN,training_pool,1,4.46,4.46,4.46,False,False,0.0,0.0
MVNQQZTYQNXAOZ,training_pool,1,8.05,8.05,8.05,False,False,1.0,1.0
MVNYBOJLGGJSSZ,training_pool,1,5.18,5.18,5.18,False,False,0.0,1.0
MVWIFDDJQANEGY,training_pool,1,6.03,6.03,6.03,False,False,1.0,1.0
MVYYWMHXUMHPJR,training_pool,1,5.52,5.52,5.52,False,False,0.0,1.0
MVZNVBXATDCMMJ,training_pool,1,6.44,6.44,6.44,False,False,1.0,1.0
MWBPTDYGJJSODU,training_pool,1,7.68,7.68,7.68,False,False,1.0,1.0
MWERCMBDYBQURK,training_pool,1,6.12,6.12,6.12,False,False,1.0,1.0
MWFWKGNWPBGOPC,training_pool,1,5.08,5.08,5.08,False,False,0.0,1.0
MWJHAGJIVBGATF,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
MWMUWFYVVDLFNG,training_pool,1,6.5,6.5,6.5,False,False,1.0,1.0
MWOJWUBBCZRMTB,training_pool,1,4.26,4.26,4.26,False,False,0.0,0.0
MWWIDYNYLZQEQP,training_pool,1,4.8,4.8,4.8,False,False,0.0,0.0
MWWZLHGYBXZQLA,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
MXCCEJSRHCXZMV,training_pool,1,5.44,5.44,5.44,False,False,0.0,1.0
MXFFARYYXUHQEA,training_pool,1,4.3,4.3,4.3,False,False,0.0,0.0
MXTWADCRLRQMDW,training_pool,1,5.83,5.83,5.83,False,False,0.0,1.0
MXUVLAFSNJIUJM,training_pool,1,5.7,5.7,5.7,False,False,0.0,1.0
MXYMZMWHURGZDX,training_pool,1,5.6,5.6,5.6,False,False,0.0,1.0
MYBJIOJLCOWPHU,training_pool,1,4.74,4.74,4.74,False,False,0.0,0.0
MYEFALZXNPDAAK,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
MYFWDGLYSFUJJV,training_pool,2,5.77,5.58,5.96,False,False,0.0,1.0
MYGWYBXAUVGDHC,training_pool,1,6.95,6.95,6.95,False,False,1.0,1.0
MYNMGQGXYYHMEX,training_pool,1,5.26,5.26,5.26,False,False,0.0,1.0
MYQZUPQRMFHKML,training_pool,1,6.96,6.96,6.96,False,False,1.0,1.0
MYRXPQNHKXKXMD,training_pool,1,6.64,6.64,6.64,False,False,1.0,1.0
MZBGWQASMHNMKF,training_pool,1,6.25,6.25,6.25,False,False,1.0,1.0
MZIGZAUPIQLDMX,training_pool,1,4.27,4.27,4.27,False,False,0.0,0.0
MZLSZDVGCWNHOG,training_pool,1,5.07,5.07,5.07,False,False,0.0,1.0
MZWJCYFBKVRINA,training_pool,1,5.57,5.57,5.57,False,False,0.0,1.0
MZYVXHNMYUXVMU,training_pool,4,6.105,4.8,7.28,True,True,,
NAORRMPCCHXHJL,training_pool,1,5.1,5.1,5.1,False,False,0.0,1.0
NATBBDVYNBNABG,training_pool,1,7.77,7.77,7.77,False,False,1.0,1.0
NAWWYLUQZOLWBT,training_pool,2,8.1,8.1,8.1,False,False,1.0,1.0
NAXOHZXAVASIPN,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
NAZLHSFOMVGUEE,training_pool,1,7.17,7.17,7.17,False,False,1.0,1.0
NBFWCKDCNWFWSH,training_pool,1,6.32,6.32,6.32,False,False,1.0,1.0
NBGCIRJUCBFWMT,training_pool,1,7.12,7.12,7.12,False,False,1.0,1.0
NBIGPKBERNTXMC,training_pool,1,5.66,5.66,5.66,False,False,0.0,1.0
NBKHZGMXDNWOLL,training_pool,1,6.52,6.52,6.52,False,False,1.0,1.0
NBOPYOBZQNDPOJ,training_pool,1,4.57,4.57,4.57,False,False,0.0,0.0
NBRRSNYUBGWBFW,training_pool,1,5.74,5.74,5.74,False,False,0.0,1.0
NBSRUZQXRUNPNY,training_pool,1,5.05,5.05,5.05,False,False,0.0,1.0
NBWUXYDEYSKQGH,training_pool,1,4.88,4.88,4.88,False,False,0.0,0.0
NCBVUSNBLYMFPP,training_pool,1,5.06,5.06,5.06,False,False,0.0,1.0
NCGZEJDESNLOTM,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
NCLGGXJAJLQACH,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
NCLSKVQOUAAIPQ,training_pool,1,4.38,4.38,4.38,False,False,0.0,0.0
NCLXDTQUTLFXHC,training_pool,1,6.11,6.11,6.11,False,False,1.0,1.0
NCQAPPLITRJWMF,training_pool,1,6.96,6.96,6.96,False,False,1.0,1.0
NCQJSDIBVNYQPN,training_pool,1,6.03,6.03,6.03,False,False,1.0,1.0
NCSJZFZCTVLTID,training_pool,1,4.7,4.7,4.7,False,False,0.0,0.0
NCYNUGBKDQITPZ,training_pool,1,5.72,5.72,5.72,False,False,0.0,1.0
NDEHDMRZWMNMPY,training_pool,1,4.88,4.88,4.88,False,False,0.0,0.0
NDFGGUPYXLPASQ,training_pool,1,5.41,5.41,5.41,False,False,0.0,1.0
NDKPKOACXIITRW,training_pool,1,5.99,5.99,5.99,False,False,0.0,1.0
NDKYEPMSJMCRHM,training_pool,2,6.805,5.39,8.22,True,False,,1.0
NDLMVZATUZAJOJ,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
NDPZCTZWDTWVHJ,training_pool,1,7.24,7.24,7.24,False,False,1.0,1.0
NDSYTMKGLSDBIA,training_pool,1,4.99,4.99,4.99,False,False,0.0,0.0
NDXVNFXIIDXXNL,training_pool,1,5.03,5.03,5.03,False,False,0.0,1.0
NDYAJSQDIBXWKL,training_pool,1,5.3,5.3,5.3,False,False,0.0,1.0
NEACQHJUFCVZIJ,training_pool,1,6.68,6.68,6.68,False,False,1.0,1.0
NEIASVUIJSXLSS,training_pool,1,6.01,6.01,6.01,False,False,1.0,1.0
NEICYFZPWIYMDP,training_pool,1,5.76,5.76,5.76,False,False,0.0,1.0
NENVFGXZTXDKIF,training_pool,1,7.68,7.68,7.68,False,False,1.0,1.0
NEYXQTHAJOXEMM,training_pool,1,5.68,5.68,5.68,False,False,0.0,1.0
NFAOTHFCMQTMIR,training_pool,1,5.33,5.33,5.33,False,False,0.0,1.0
NFIZHCSUFDWBDO,training_pool,1,6.05,6.05,6.05,False,False,1.0,1.0
NFJFOCDCCGFTGX,training_pool,1,7.39,7.39,7.39,False,False,1.0,1.0
NFKOLWDPFYXKNG,training_pool,1,6.34,6.34,6.34,False,False,1.0,1.0
NFRYFKOUAODBAF,training_pool,3,6.17,5.61,6.6,False,False,1.0,1.0
NFYQKXQNDHXFMV,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
NGMLZRLOVANOEB,training_pool,1,5.22,5.22,5.22,False,False,0.0,1.0
NGNCYKYEUMTPQX,training_pool,1,5.04,5.04,5.04,False,False,0.0,1.0
NGSUXYCPXVDDLD,training_pool,1,7.13,7.13,7.13,False,False,1.0,1.0
NHAFPIODNRDSPX,training_pool,1,4.8,4.8,4.8,False,False,0.0,0.0
NHGLUMVRJDITTP,training_pool,1,7.12,7.12,7.12,False,False,1.0,1.0
NHIQJWMLLFFTCU,training_pool,1,5.92,5.92,5.92,False,False,0.0,1.0
NHLJHJZGXAAQEQ,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
NHOQYMSDENUHMU,training_pool,1,7.55,7.55,7.55,False,False,1.0,1.0
NHWBUIULKLBZEC,training_pool,2,8.165,7.65,8.68,False,False,1.0,1.0
NHXGXIWPSBSNHK,training_pool,1,5.76,5.76,5.76,False,False,0.0,1.0
NHXJYIFPYTZJPY,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
NHYDZAXXUQBSOR,training_pool,2,6.25,5.8,6.7,False,False,1.0,1.0
NHYPPBCIAHGQDU,training_pool,1,7.21,7.21,7.21,False,False,1.0,1.0
NHZNBDWVFFDKNQ,training_pool,1,7.77,7.77,7.77,False,False,1.0,1.0
NIDOYRIUFNGOLJ,training_pool,1,6.88,6.88,6.88,False,False,1.0,1.0
NIGPWMZMRKTFGZ,training_pool,1,5.66,5.66,5.66,False,False,0.0,1.0
NIIDDNSFIRMDHH,training_pool,1,6.68,6.68,6.68,False,False,1.0,1.0
NIKCPSATYGTTMA,training_pool,1,4.95,4.95,4.95,False,False,0.0,0.0
NILPISAXGNKXKO,training_pool,1,6.01,6.01,6.01,False,False,1.0,1.0
NIMMNBHTAIIQRY,training_pool,1,6.24,6.24,6.24,False,False,1.0,1.0
NIPFGFUNZKNMAE,training_pool,1,5.4,5.4,5.4,False,False,0.0,1.0
NIUAGEVCVWHMTA,training_pool,1,5.28,5.28,5.28,False,False,0.0,1.0
NJEYVIOLSUDNCU,training_pool,1,5.54,5.54,5.54,False,False,0.0,1.0
NJRWCOYNVWNLFS,training_pool,1,4.04,4.04,4.04,False,False,0.0,0.0
NJTXRMNNSUDISW,training_pool,1,4.41,4.41,4.41,False,False,0.0,0.0
NJUWUIVNANIRAU,training_pool,1,5.29,5.29,5.29,False,False,0.0,1.0
NKFUGHMWDKIDBC,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
NKUOAUGERCLVBY,training_pool,1,7.3,7.3,7.3,False,False,1.0,1.0
NKZWEPFMZIHOQD,training_pool,1,5.18,5.18,5.18,False,False,0.0,1.0
NLAKQXKFGZXZNK,training_pool,1,8.7,8.7,8.7,False,False,1.0,1.0
NLPCADSXKOYQIB,training_pool,1,4.33,4.33,4.33,False,False,0.0,0.0
NLYCOISOOAHTQJ,training_pool,1,4.12,4.12,4.12,False,False,0.0,0.0
NMMUPISIPKSYHD,training_pool,1,5.52,5.52,5.52,False,False,0.0,1.0
NMOJAXQDSULNMZ,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
NMSJRWUGJMSTET,training_pool,1,7.64,7.64,7.64,False,False,1.0,1.0
NMTVGDDVOYKQAB,training_pool,1,5.01,5.01,5.01,False,False,0.0,1.0
NNMYUEIQQGJWFO,training_pool,1,5.46,5.46,5.46,False,False,0.0,1.0
NNQZZZKSYAIGAN,training_pool,1,5.66,5.66,5.66,False,False,0.0,1.0
NNVCGCWOBZTSDJ,training_pool,1,6.77,6.77,6.77,False,False,1.0,1.0
NNYBQONXHNTVIJ,training_pool,3,6.25,5.7,8.03,True,False,,1.0
NNYUERRILBRDOE,training_pool,1,5.99,5.99,5.99,False,False,0.0,1.0
NOAYGFSHPGJMKH,training_pool,1,6.55,6.55,6.55,False,False,1.0,1.0
NONBXOPYDWLZGR,training_pool,4,7.26,7.08,7.7,False,False,1.0,1.0
NOOCCRPENBRCIC,training_pool,1,5.21,5.21,5.21,False,False,0.0,1.0
NORXTKKBBVZTOX,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
NOUUHOHFFJKTMS,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
NOXNLYKGQJFVEK,training_pool,1,6.11,6.11,6.11,False,False,1.0,1.0
NPBDUTLFYHHPSB,training_pool,1,4.49,4.49,4.49,False,False,0.0,0.0
NPFBGJGIMZERER,training_pool,1,6.98,6.98,6.98,False,False,1.0,1.0
NPFSJHMTRJMHMU,training_pool,1,5.81,5.81,5.81,False,False,0.0,1.0
NPINLLGVZGUOIN,training_pool,1,5.9,5.9,5.9,False,False,0.0,1.0
NPNBSWGEGKXDPD,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
NPNBUOXUGRQLNO,training_pool,1,5.24,5.24,5.24,False,False,0.0,1.0
NPNITAUBTSROKF,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
NPNLCSOKMGDMTG,training_pool,1,5.06,5.06,5.06,False,False,0.0,1.0
NPOAKDNVUFRFCB,training_pool,1,4.93,4.93,4.93,False,False,0.0,0.0
NQBLWLZRXDUOTJ,training_pool,1,5.34,5.34,5.34,False,False,0.0,1.0
NQCRDZZYABQDAY,training_pool,1,5.52,5.52,5.52,False,False,0.0,1.0
NQEBHDNBJGTJKX,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
NQFPPLQMJWSZIE,training_pool,1,4.95,4.95,4.95,False,False,0.0,0.0
NQHQSRIKOQLGPT,training_pool,1,7.96,7.96,7.96,False,False,1.0,1.0
NQQVUZZJFPIUBG,training_pool,2,6.265000000000001,6.2,6.33,False,False,1.0,1.0
NRDMBIXJSQRGSD,training_pool,1,6.48,6.48,6.48,False,False,1.0,1.0
NRDQTBHLWXVCDM,training_pool,1,6.71,6.71,6.71,False,False,1.0,1.0
NRHIQVOTOADHAI,training_pool,1,6.05,6.05,6.05,False,False,1.0,1.0
NRJOYHYYECHFEN,training_pool,1,6.39,6.39,6.39,False,False,1.0,1.0
NRXNITPRTPIEKU,training_pool,2,6.234999999999999,5.77,6.7,False,False,1.0,1.0
NSGSIJZIRIBNEM,training_pool,1,4.96,4.96,4.96,False,False,0.0,0.0
NSHASKBILXHBTO,training_pool,1,6.21,6.21,6.21,False,False,1.0,1.0
NSHHMWCQJXIHES,training_pool,1,6.23,6.23,6.23,False,False,1.0,1.0
NSJUWRLCXVJHGO,training_pool,1,5.09,5.09,5.09,False,False,0.0,1.0
NSKFZVRZALCZND,training_pool,1,6.72,6.72,6.72,False,False,1.0,1.0
NSOLEUGGZJTHNS,training_pool,2,7.43,7.16,7.7,False,False,1.0,1.0
NSOLIUGYNSIONV,training_pool,1,6.27,6.27,6.27,False,False,1.0,1.0
NSQNZEUFHPTJME,training_pool,2,8.675,8.0,9.35,False,False,1.0,1.0
NSRMOHFGSWCCFK,training_pool,1,6.29,6.29,6.29,False,False,1.0,1.0
NTDQQZYCCIDJRK,training_pool,1,5.54,5.54,5.54,False,False,0.0,1.0
NTESWYRKYSNDOQ,training_pool,1,7.04,7.04,7.04,False,False,1.0,1.0
NTHXVKSHJIPMOJ,training_pool,1,7.4,7.4,7.4,False,False,1.0,1.0
NTJGLGFVEIFCOX,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
NTJUKOBMYGBALR,training_pool,1,8.7,8.7,8.7,False,False,1.0,1.0
NTKUSYKGZFVEAL,training_pool,1,6.4,6.4,6.4,False,False,1.0,1.0
NTNQMVISBBFDRT,training_pool,3,7.07,6.06,7.16,False,False,1.0,1.0
NTVDNFZZUDOSTQ,training_pool,1,4.18,4.18,4.18,False,False,0.0,0.0
NTVJZYVURSEDAR,training_pool,1,5.77,5.77,5.77,False,False,0.0,1.0
NUBWFZSIZCXUPS,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
NUDDJTVUTAHDEI,training_pool,1,6.64,6.64,6.64,False,False,1.0,1.0
NUFMTZZTLFDKAV,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
NUMUEXSPNCTXEK,training_pool,1,6.47,6.47,6.47,False,False,1.0,1.0
NUPLHQVECFWOTQ,training_pool,1,6.18,6.18,6.18,False,False,1.0,1.0
NURGVZYLZIHTFO,training_pool,1,7.82,7.82,7.82,False,False,1.0,1.0
NUSHRLJQJJMSGL,training_pool,1,6.3,6.3,6.3,False,False,1.0,1.0
NUTMENHCDQQVFK,training_pool,1,7.52,7.52,7.52,False,False,1.0,1.0
NUWWHYSJFNQYIP,training_pool,1,7.32,7.32,7.32,False,False,1.0,1.0
NUXLODDWUMTCBS,training_pool,1,5.27,5.27,5.27,False,False,0.0,1.0
NVBQPBUVZRTGIF,training_pool,1,6.44,6.44,6.44,False,False,1.0,1.0
NVCVLRVOGQLMJZ,training_pool,1,4.32,4.32,4.32,False,False,0.0,0.0
NVDWWXSVMQNLOI,training_pool,1,7.29,7.29,7.29,False,False,1.0,1.0
NVJQOGNFLNQVIF,training_pool,1,7.14,7.14,7.14,False,False,1.0,1.0
NWNXNTCFZWMSHE,training_pool,1,6.58,6.58,6.58,False,False,1.0,1.0
NWQPMNJZFWSQBV,training_pool,1,4.63,4.63,4.63,False,False,0.0,0.0
NWSJNXMRDTXLLZ,training_pool,1,4.77,4.77,4.77,False,False,0.0,0.0
NWSYLBCLXATCQY,training_pool,1,5.84,5.84,5.84,False,False,0.0,1.0
NWVGCEQIXKQQPS,training_pool,1,6.92,6.92,6.92,False,False,1.0,1.0
NXERGIJHYVUXHM,training_pool,2,6.96,6.52,7.4,False,False,1.0,1.0
NXKGVHPWOYJYQL,training_pool,1,6.12,6.12,6.12,False,False,1.0,1.0
NXMZBNYLCVTRGB,training_pool,1,8.52,8.52,8.52,False,False,1.0,1.0
NXNPVWSOBXWFAA,training_pool,1,5.62,5.62,5.62,False,False,0.0,1.0
NXZSDPWQJGOVBP,training_pool,1,6.6,6.6,6.6,False,False,1.0,1.0
NYDRPXZHCPHNMB,training_pool,1,6.0,6.0,6.0,False,False,1.0,1.0
NYIWDONCIPTYBI,training_pool,1,7.05,7.05,7.05,False,False,1.0,1.0
NYNZAMINEWHYNQ,training_pool,1,6.1,6.1,6.1,False,False,1.0,1.0
NYZZKUAFIUZDJA,training_pool,1,4.24,4.24,4.24,False,False,0.0,0.0
NZESAJWMQSEBNZ,training_pool,1,8.15,8.15,8.15,False,False,1.0,1.0
NZIJCSMUSPMLGS,training_pool,1,5.87,5.87,5.87,False,False,0.0,1.0
NZKVMPSIOMCNTA,training_pool,1,5.53,5.53,5.53,False,False,0.0,1.0
NZRDUBKCTMSBHA,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
NZSTVWVZQPBFHU,training_pool,1,4.36,4.36,4.36,False,False,0.0,0.0
NZWQSGFSIQFATB,training_pool,1,5.47,5.47,5.47,False,False,0.0,1.0
NZZGISWVQNBYTF,training_pool,1,5.82,5.82,5.82,False,False,0.0,1.0
NZZJNZUGDOJCHX,training_pool,1,5.16,5.16,5.16,False,False,0.0,1.0
OAELAQULTUXZTM,training_pool,1,5.87,5.87,5.87,False,False,0.0,1.0
OAFQBAPOIQMDSJ,training_pool,1,6.5,6.5,6.5,False,False,1.0,1.0
OANOKOHKVWNYFI,training_pool,1,6.72,6.72,6.72,False,False,1.0,1.0
OASVGLRSLZXZIV,training_pool,1,6.16,6.16,6.16,False,False,1.0,1.0
OAULFGKSACZQQH,training_pool,1,5.1,5.1,5.1,False,False,0.0,1.0
OAWOFNYKHPAPJB,training_pool,1,4.36,4.36,4.36,False,False,0.0,0.0
OBAICMYWONZOSZ,training_pool,2,5.75,5.5,6.0,False,False,0.0,1.0
OBCQWDFPUVZYCC,training_pool,1,4.49,4.49,4.49,False,False,0.0,0.0
OBDYUVYOLLAPQL,training_pool,1,8.15,8.15,8.15,False,False,1.0,1.0
OBENYVFONFSGHI,training_pool,1,5.96,5.96,5.96,False,False,0.0,1.0
OBKZBCUTXVLFQO,training_pool,1,7.66,7.66,7.66,False,False,1.0,1.0
OBLFQJNOWUPVAN,training_pool,1,7.36,7.36,7.36,False,False,1.0,1.0
OBRXEHBNQXENBK,training_pool,1,6.29,6.29,6.29,False,False,1.0,1.0
OBYAQBHBZOVQED,training_pool,1,5.6,5.6,5.6,False,False,0.0,1.0
OCESVORQGXEAED,training_pool,2,6.029999999999999,5.96,6.1,False,False,1.0,1.0
OCMQTALHBUOBFN,training_pool,1,6.4,6.4,6.4,False,False,1.0,1.0
OCONDAUZMGJVHB,training_pool,1,5.94,5.94,5.94,False,False,0.0,1.0
OCQMWZOKFRUMPZ,training_pool,1,6.48,6.48,6.48,False,False,1.0,1.0
OCTQSGGVEFSDOV,training_pool,2,6.025,4.95,7.1,True,True,,
ODEOIVMERLBKGZ,training_pool,5,7.5,5.76,8.25,True,False,,1.0
ODJUKFKDSPPDFS,training_pool,1,4.09,4.09,4.09,False,False,0.0,0.0
ODRFJVIOUFCXSN,training_pool,1,6.28,6.28,6.28,False,False,1.0,1.0
ODWAKTAIFXOWDU,training_pool,1,6.85,6.85,6.85,False,False,1.0,1.0
ODYNMIGMQVXSMY,training_pool,1,7.5,7.5,7.5,False,False,1.0,1.0
ODZRBRJFYWCHSW,training_pool,1,7.34,7.34,7.34,False,False,1.0,1.0
OELXTFZGBQAOSJ,training_pool,1,4.06,4.06,4.06,False,False,0.0,0.0
OEOWEBXVDMSEOM,training_pool,1,5.68,5.68,5.68,False,False,0.0,1.0
OEOZOGVRFAIGDN,training_pool,1,5.73,5.73,5.73,False,False,0.0,1.0
OETIMMSWPHDTTA,training_pool,1,6.75,6.75,6.75,False,False,1.0,1.0
OEUFTIBZEDUUCK,training_pool,2,7.550000000000001,7.4,7.7,False,False,1.0,1.0
OEVLTSOWUNGYKU,training_pool,1,4.86,4.86,4.86,False,False,0.0,0.0
OFLBRQKZVMODGV,training_pool,1,7.89,7.89,7.89,False,False,1.0,1.0
OFLQTENRXBJVPX,training_pool,2,5.82,5.75,5.89,False,False,0.0,1.0
OFPFZLVHDCKBMH,training_pool,1,5.81,5.81,5.81,False,False,0.0,1.0
OFPXSFXSNFPTHF,training_pool,2,5.7,4.44,6.96,True,True,,
OGDJDJVAGBBWDJ,training_pool,1,6.8,6.8,6.8,False,False,1.0,1.0
OGFKQCWFODPUOX,training_pool,1,4.42,4.42,4.42,False,False,0.0,0.0
OGIHLRJSKZUSKH,training_pool,1,6.42,6.42,6.42,False,False,1.0,1.0
OGJRYKHFBVZBCT,training_pool,1,8.52,8.52,8.52,False,False,1.0,1.0
OGLOZKAFGOPOJZ,training_pool,2,5.92,5.92,5.92,False,False,0.0,1.0
OGLWEROZDOLMJL,training_pool,1,7.27,7.27,7.27,False,False,1.0,1.0
OGPWOFXAIWRQSN,training_pool,1,5.93,5.93,5.93,False,False,0.0,1.0
OGQTZGPSYPTJBR,training_pool,1,4.77,4.77,4.77,False,False,0.0,0.0
OGSLGTVCVGMDHC,training_pool,1,6.04,6.04,6.04,False,False,1.0,1.0
OGUAPSCAYNILCS,training_pool,1,6.89,6.89,6.89,False,False,1.0,1.0
OGVMVHFZUVKZLF,training_pool,1,5.02,5.02,5.02,False,False,0.0,1.0
OGXCWQYJRFVEAM,training_pool,1,5.05,5.05,5.05,False,False,0.0,1.0
OHDMAECPEMYHBV,training_pool,1,6.05,6.05,6.05,False,False,1.0,1.0
OHECDOLIKLNILF,training_pool,1,5.06,5.06,5.06,False,False,0.0,1.0
OHEHAWXOSFKVTI,training_pool,1,7.12,7.12,7.12,False,False,1.0,1.0
OHIAVULGDFAQDO,training_pool,1,5.74,5.74,5.74,False,False,0.0,1.0
OHIVDQMFQYBGDC,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
OHMDMLMWQNQLRF,training_pool,1,7.0,7.0,7.0,False,False,1.0,1.0
OHPKPSZMBCIEOJ,training_pool,1,6.66,6.66,6.66,False,False,1.0,1.0
OHQNIGDRIIRUFS,training_pool,2,6.34,4.76,7.92,True,True,,
OHUGUAAEHRJDLM,training_pool,1,6.5,6.5,6.5,False,False,1.0,1.0
OHVHHRUUBCGBLX,training_pool,2,5.82,5.64,6.0,False,False,0.0,1.0
OIRTZPJKLHLKEP,training_pool,1,5.17,5.17,5.17,False,False,0.0,1.0
OIVDIVRTEKNHDH,training_pool,1,4.37,4.37,4.37,False,False,0.0,0.0
OJGQFYYLKNCIJD,training_pool,1,7.32,7.32,7.32,False,False,1.0,1.0
OJTZTGYZOSEBEW,training_pool,1,6.41,6.41,6.41,False,False,1.0,1.0
OJUCYGLPJRUYEL,training_pool,1,7.37,7.37,7.37,False,False,1.0,1.0
OJWADORNRODOQA,training_pool,1,6.82,6.82,6.82,False,False,1.0,1.0
OKHORWCUMZIORR,training_pool,1,6.6,6.6,6.6,False,False,1.0,1.0
